Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
67.155.13,FALSE,TRUE,204767,European Sculpture and Decorative Arts,Bust,Mask of the Man with the Broken Nose (Masque de l'homme au nez cassé),French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,"model finished in 1864, cast date unknown",1864,1864,Bronze,Overall: 12 1/2 × 7 1/4 × 6 1/8 in. (31.8 × 18.4 × 15.6 cm),"Bequest of Susan Vanderpoel Clark, 1967",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/204767,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Masks|Faces|Men,https://images.metmuseum.org/CRDImages/es/web-large/197273.jpg
63.92.3,FALSE,TRUE,339721,Drawings and Prints,Drawing,The Golden Age,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1871–78,1871,1878,Black chalk heightened with white on faded blue paper,18 7/16 x 12 in. (46.8 x 30.4 cm),"Rogers Fund, 1963",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/339721,2019-07-02T04:41:10.52Z,"Metropolitan Museum of Art, New York, NY",Children|Infants|Men|Women,https://images.metmuseum.org/CRDImages/dp/web-large/DP812091.jpg
1975.312.7,FALSE,TRUE,206340,European Sculpture and Decorative Arts,Bust,Bacchante (Grapes or Autumn),French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,ca. 1874,1869,1879,"Terracotta, wood base","Overall: 15 1/2 × 8 7/8 × 9 3/8 in. (39.4 × 22.5 × 23.8 cm);
Height (with base, wt. confirmed): 18 3/4 in., 20 lb. (47.6 cm, 9.1 kg)","Purchase, Charles Ulrick and Josephine Bay Foundation Inc. Gift, 1975",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/206340,2019-09-05T04:39:54.57Z,"Metropolitan Museum of Art, New York, NY",Grapes|Women,https://images.metmuseum.org/CRDImages/es/web-large/DP314805.jpg
25.22.2,FALSE,TRUE,363372,Drawings and Prints,Print,Love Turning the World,,,,,,Artist,by,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1881,1881,1881,"Drypoint, second state of 2","plate: 8 1/8 x 10 1/16 in. (20.7 x 25.6 cm)
sheet: 10 13/16 x 13 3/4 in. (27.5 x 34.9 cm)
image: 7 7/8 x 9 7/8 in. (20 x 25.1 cm)","Harris Brisbane Dick Fund, 1925",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/363372,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Globes|Human Figures,https://images.metmuseum.org/CRDImages/dp/web-large/MM7786.jpg
12.13.2,FALSE,TRUE,191864,European Sculpture and Decorative Arts,Statuette,Fallen Caryatid Carrying an Urn,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1883,1883,1883,Cast terracotta,Overall (confirmed): 16 × 10 × 10 3/8 in. (40.6 × 25.4 × 26.4 cm),"Gift of Thomas F. Ryan, 1910",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/191864,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Caryatids|Men|Urns,https://images.metmuseum.org/CRDImages/es/web-large/DP-13617-074.jpg
66.85,FALSE,TRUE,204668,European Sculpture and Decorative Arts,Bust,Victor Hugo,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,first modeled 1883,1883,1883,"Bronze, marble base",Overall: 17 1/2 × 12 1/2 × 11 in. (44.5 × 31.8 × 27.9 cm),"Gift of Virginia Pratt Thayer, Sally Pratt Jackson, Phyllis Pratt Nitz, Edwin H. Baker Pratt and John T. Pratt Jr., 1966",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/204668,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Portraits,https://images.metmuseum.org/CRDImages/es/web-large/186503.jpg
13.221,FALSE,TRUE,192676,European Sculpture and Decorative Arts,Statue,The Martyr,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,modeled 1885,1885,1885,Bronze,Length: 61 1/2 in. (156.2 cm),"Gift of Watson B. Dickerman, 1913",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/192676,2019-08-15T17:33:38.683Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/es/web-large/131964.jpg
16.37.3,FALSE,TRUE,364887,Drawings and Prints,Print,Bust of Bellona,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1882–85,1882,1885,"Drypoint, third state of three, before bevelled plate","plate: 5 3/4 x 3 15/16 in. (14.6 x 10 cm)
sheet: 9 1/16 x 6 15/16 in. (23 x 17.7 cm)
plate: 5 13/16 x 3 15/16 in. (14.8 x 10 cm)","Rogers Fund, 1916",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/364887,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Goddess,https://images.metmuseum.org/CRDImages/dp/web-large/DP865143.jpg
29.52.8,FALSE,TRUE,369666,Drawings and Prints,Print,Bust of Bellona,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1882–85,1882,1885,"Drypoint, third state of 3","sheet: 13 1/4 x 9 9/16 in. (33.6 x 24.3 cm)
image: 5 3/8 x 3 7/16 in. (13.7 x 8.8 cm)
plate: 5 13/16 x 3 7/8 in. (14.8 x 9.8 cm)","Gift of Miss Mary W. Tweed, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/369666,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Portraits|Goddess,https://images.metmuseum.org/CRDImages/dp/web-large/DP865141.jpg
64.56,FALSE,TRUE,369667,Drawings and Prints,Print,Bust of Bellona,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1882–85,1882,1885,Drypoint,"sheet: 10 9/16 x 8 1/16 in. (26.8 x 20.5 cm)
image: 5 1/4 x 3 7/16 in. (13.4 x 8.8 cm)
plate: 5 13/16 x 3 15/16 in. (14.8 x 10 cm)","Gift of Donald Oenslager, 1964",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/369667,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Goddess,https://images.metmuseum.org/CRDImages/dp/web-large/DP865142.jpg
"2012.222.2a, b",FALSE,TRUE,411392,Drawings and Prints,Drawing,Ugolino and his Sons (recto); Anatomical Studies (verso),,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1880–85,1880,1885,"Pen and brown ink, graphite, and traces of brown ink wash on graph paper",Sheet: 6 1/8 x 3 3/4 in. (15.6 x 9.6 cm),"Anonymous Gift, 2012",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/411392,2019-06-08T04:50:24.43Z,"Metropolitan Museum of Art, New York, NY",Male Nudes|Fathers,https://images.metmuseum.org/CRDImages/dp/web-large/DP830535.jpg
66.686.2,FALSE,TRUE,369668,Drawings and Prints,Print,Spring (Le Printemps),,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1882–88,1882,1888,"Drypoint, unique state","sheet: 12 3/16 x 6 5/16 in. (31 x 16 cm)
image: 5 13/16 x 3 15/16 in. (14.8 x 10 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/369668,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Female Nudes|Cupid,https://images.metmuseum.org/CRDImages/dp/web-large/DP246968.jpg
38.132,FALSE,TRUE,198134,European Sculpture and Decorative Arts,Group,Love and Psyche,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,"first modeled probably ca. 1884, date of this marble unknown",1879,1889,Marble,Overall: 23 1/2 × 21 1/2 in. (59.7 × 54.6 cm),"Gift of Richard Anthony Strong and Alexander Milliken Stewart, 1938",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/198134,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Psyche,https://images.metmuseum.org/CRDImages/es/web-large/116379.jpg
8.265,FALSE,TRUE,191081,European Sculpture and Decorative Arts,Statuette group,Brother and Sister (Le frère et la soeur),French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1890,1890,1890,Bronze,"Overall (wt. confirmed): 15 × 8 1/2 × 8 in., 18.7 lb. (38.1 × 21.6 × 20.3 cm, 8.5 kg)","Rogers Fund, 1908",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/191081,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Love|Boys|Girls,https://images.metmuseum.org/CRDImages/es/web-large/DP-13617-001.jpg
66.247.1,FALSE,TRUE,204710,European Sculpture and Decorative Arts,Cast,Hand with base,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,modeled probably ca. 1885,1880,1890,Cast plaster,Overall (confirmed): 3 3/8 × 1 5/16 × 1 11/16 in. (8.6 × 3.3 × 4.3 cm),"Presented by Rodin to his pupil Malvina Hoffman and given by her to The Metropolitan Museum of Art, Bequest of Malvina C. Hoffman, 1966",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/204710,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Hands,https://images.metmuseum.org/CRDImages/es/web-large/DP246139.jpg
66.247.2,FALSE,TRUE,204711,European Sculpture and Decorative Arts,Cast,Hand with base,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,modeled possibly ca. 1885,1880,1890,Cast plaster,Height: 3 1/4 in. (8.3 cm),"Presented by Rodin to his pupil Malvina Hoffman and given by her to The Metropolitan Museum of Art, Bequest of Malvina C. Hoffman, 1966",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/204711,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Hands,https://images.metmuseum.org/CRDImages/es/web-large/188392.jpg
66.247.3,FALSE,TRUE,204712,European Sculpture and Decorative Arts,Cast,Hand with base,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,modeled possibly ca. 1885,1880,1890,Plaster cast,Height: 2 13/16 in. (7.1 cm),"Presented by Rodin to his pupil Malvina Hoffman and given by her to The Metropolitan Museum of Art, Bequest of Malvina C. Hoffman, 1966",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/204712,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Hands,https://images.metmuseum.org/CRDImages/es/web-large/188393.jpg
93.11,FALSE,TRUE,187569,European Sculpture and Decorative Arts,Bust,St. John the Baptist,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,"modeled ca. 1878, cast ca. 1888",1873,1893,Bronze,"Overall (wt. confirmed): 21 3/8 × 15 3/4 × 11 in., 42.5 lb. (54.3 × 40 × 27.9 cm, 19.3 kg)","Gift of Samuel P. Avery, 1893",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/187569,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Sculpture|Men,https://images.metmuseum.org/CRDImages/es/web-large/DP-13617-086.jpg
10.63.1,FALSE,TRUE,191329,European Sculpture and Decorative Arts,Group,Cupid and Psyche,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,before 1893,1793,1893,Marble,"Overall (wt. confirmed): 30 × 24 × 48 in., 496 lb. (76.2 × 61 × 121.9 cm, 225 kg)","Gift of Thomas F. Ryan, 1910",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/191329,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Cupid|Psyche,https://images.metmuseum.org/CRDImages/es/web-large/DP-13618-005.jpg
10.63.2,FALSE,TRUE,191330,European Sculpture and Decorative Arts,Group,Orpheus and Eurydice,"French, Paris",,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,"modeled ca. 1887, carved 1893",1882,1893,Marble,"Overall (confirmed): 48 3/4 × 31 1/8 × 25 3/8 in., 856 lb. (123.8 × 79.1 × 64.5 cm, 388.3 kg)","Gift of Thomas F. Ryan, 1910",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/191330,2019-04-04T04:52:49.54Z,"Metropolitan Museum of Art, New York, NY",Female Nudes|Orpheus,https://images.metmuseum.org/CRDImages/es/web-large/DP250516.jpg
66.247.4,FALSE,TRUE,204713,European Sculpture and Decorative Arts,Cast,Hand,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,modeled possibly ca. 1886–89,1881,1894,Cast plaster,Length: 3 1/8 in. (7.9 cm),"Presented by Rodin to his pupil Malvina Hoffman and given by her to The Metropolitan Museum of Art, Bequest of Malvina C. Hoffman, 1966",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/204713,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Hands,https://images.metmuseum.org/CRDImages/es/web-large/188394.jpg
67.187.48,FALSE,TRUE,204795,European Sculpture and Decorative Arts,Torso,Torso (The Morhardt Torso),French,,,,,Artist|Founder,Cast by,Auguste Rodin|Alexis Rudier,"French, Paris 1840–1917 Meudon|French",,"Rodin, Auguste|Rudier Alexis",French|French,1840,1917,modeled probably ca. 1890,1885,1895,Bronze,"Height: 15 1/8 in. (38.4 cm);
Height (with base): 17 in. (43.2 cm)","Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/204795,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/es/web-large/ES7416.jpg
65.261.1,FALSE,TRUE,339722,Drawings and Prints,Drawing,Witch's Sabbath (Sabbat),,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,ca. 1890,1885,1895,"Watercolor, gouache, and graphite on paper","image: 12 13/16 x 9 3/4 in. (32.6 x 24.8 cm)
mount: 14 1/16 x 11 1/8 in. (35.7 x 28.2 cm)","Gift of Georgia O'Keeffe, 1965",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/339722,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/dp/web-large/DP808094.jpg
12.11.1,TRUE,TRUE,191843,European Sculpture and Decorative Arts,Bust,Honoré de Balzac,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,ca. 1891,1886,1896,Terracotta,"Height (wt. on block, confirmed): 9 1/4 in., 14.4 lb. (23.5 cm, 6.6 kg)","Rogers Fund, 1912",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/191843,2019-08-15T17:33:38.683Z,"Metropolitan Museum of Art, New York, NY",Historical Figures|Men|Portraits,https://images.metmuseum.org/CRDImages/es/web-large/DP229757.jpg
12.11.2,FALSE,TRUE,191844,European Sculpture and Decorative Arts,Group,Triton and Nereid,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,ca. 1886–93,1881,1898,Terracotta,"Height (wt. on marble base, confirmed): 16 in., 33.7 lb. (40.6 cm, 15.3 kg)","Rogers Fund, 1912",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/191844,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Triton,https://images.metmuseum.org/CRDImages/es/web-large/DP-13617-008.jpg
1984.364.10,FALSE,TRUE,207493,European Sculpture and Decorative Arts,Bust,Mask of Rose Beuret,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,ca. 1880–82 or 1898,1875,1898,Cast plaster,"Overall (wt. confirmed): 10 11/16 × 6 3/8 × 6 5/8 in., 3.7 lb. (27.1 × 16.2 × 16.8 cm, 1.7 kg)","Gift of Iris and B. Gerald Cantor Foundation, 1984",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/207493,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Masks,https://images.metmuseum.org/CRDImages/es/web-large/DP-13617-034.jpg
67.155.11,FALSE,TRUE,204765,European Sculpture and Decorative Arts,Statue,The Age of Bronze (L'Age d'airain),French,,,,,Artist|Founder,Cast by,Auguste Rodin|Alexis Rudier,"French, Paris 1840–1917 Meudon|French",,"Rodin, Auguste|Rudier Alexis",French|French,1840,1917,"modeled 1876, cast in reduced size 19th century",1876,1899,Bronze,Overall: 41 × 14 1/2 × 13 3/4 in. (104.1 × 36.8 × 34.9 cm),"Bequest of Susan Vanderpoel Clark, 1967",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/204765,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Male Nudes,https://images.metmuseum.org/CRDImages/es/web-large/ES2166.jpg
13.164.7,FALSE,TRUE,192373,European Sculpture and Decorative Arts,Bust,George Wyndham,French,,,,,Artist|Founder,Cast by,Auguste Rodin|Alexis Rudier,"French, Paris 1840–1917 Meudon|French",,"Rodin, Auguste|Rudier Alexis",French|French,1840,1917,modeled 1904,1904,1904,Bronze,Height: 16 1/4 in. (41.3 cm),"Gift of Thomas F. Ryan, 1913",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/192373,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Portraits,https://images.metmuseum.org/CRDImages/es/web-large/131819.jpg
4.36,FALSE,TRUE,209021,European Sculpture and Decorative Arts,Statue,The Thinker (Le Penseur),French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1904,1904,1904,Plaster,Overall (with base): 70 1/2 × 55 3/4 in. (179.1 × 141.6 cm),"Gift of André Saglio, Commissioner of Fine Arts of the French Government at the St. Louis Exposition, 1904",,,,,,,,,,,,Sculpture-Reproductions-Casts,,http://www.metmuseum.org/art/collection/search/209021,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Contemplation|Male Nudes,https://images.metmuseum.org/CRDImages/es/web-large/4522.jpg
10.66.4,FALSE,TRUE,339712,Drawings and Prints,Drawing,Sketch for Figure on Whistler Monument,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1905,1905,1905,"Graphite, stumped, on cream paper",12 7/8 x 9 7/8 in. (32.7 x 25.1 cm),"John Stewart Kennedy Fund, 1910",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/339712,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/dp/web-large/DP808100.jpg
17.120.184,FALSE,TRUE,193438,European Sculpture and Decorative Arts,Group,Eternal Spring,French,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,"modeled ca. 1881, carved 1907",1876,1907,Marble,"Overall (wt. confirmed): 28 × 29 × 18 in., 433 lb. (71.1 × 73.7 × 45.7 cm, 196.4 kg)","Bequest of Isaac D. Fletcher, 1917",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/193438,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Couples|Male Nudes|Lovers|Female Nudes,https://images.metmuseum.org/CRDImages/es/web-large/DP-13618-015.jpg
10.45.20,FALSE,TRUE,339708,Drawings and Prints,Drawing,The Abandoned,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1898–1907,1898,1907,Graphite,7 9/16 x 11 7/8 in. (19.4 x 30.4 cm),"Rogers Fund, 1910",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/339708,2019-08-07T04:40:54.593Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/dp/web-large/DP808092.jpg
10.66.2,FALSE,TRUE,339710,Drawings and Prints,Drawing,Hanako,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1907,1907,1907,"Graphite, pen and brown ink, gouache-wash and red crayon",11 3/4 x 8 7/16 in. (29.9 x 21.4 cm),"John Stewart Kennedy Fund, 1910",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/339710,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Faces|Women,https://images.metmuseum.org/CRDImages/dp/web-large/DP808091.jpg
65.261.2,FALSE,TRUE,339723,Drawings and Prints,Drawing,Study of a nude female figure (Satyress),,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,1905–8,1905,1908,Graphite and watercolor on paper,Sheet: 9 13/16 x 12 3/4 in. (25 x 32.4 cm),"Gift of Georgia O'Keeffe, 1965",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/339723,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Satyrs,https://images.metmuseum.org/CRDImages/dp/web-large/DP808096.jpg
1975.1.697,FALSE,TRUE,460076,Robert Lehman Collection,Drawing,Study of a Nude with Drapery,,,,,,Artist,,Auguste Rodin,"French, Paris 1840–1917 Meudon",,"Rodin, Auguste",French,1840,1917,ca. 1908,1908,1908,"Pencil and bistre on buff wove paper, darkened, with left margin and bottom right torn",12 3/16 x 7 7/8 in.  (31 x 20 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/460076,2019-08-22T03:00:43.77Z,"Metropolitan Museum of Art, New York, NY",Female Nudes,https://images.metmuseum.org/CRDImages/rl/web-large/sf-rlc-1975-1-697.JPG
11.174,FALSE,TRUE,191812,European Sculpture and Decorative Arts,Bust,Thomas Fortune Ryan,French,,,,,Artist|Founder,Cast by,Auguste Rodin|Alexis Rudier,"French, Paris 1840–1917 Meudon|French",,"Rodin, Auguste|Rudier Alexis",French|French,1840,1917,modeled 1909,1909,1909,Bronze,Height: 23 in. (58.4 cm),"Gift of Auguste Rodin, 1911",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/191812,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Portraits,https://images.metmuseum.org/CRDImages/es/web-large/ES261.jpg
